2568-2,86010001,0,1,0,1,0,0,0,1,0
2568-2,86010002,0,1,0,1,0,0,0,0,0
2568-2,86010004,0,1,0,1,0,0,0,0,0
2568-2,86010006,0,1,0,1,0,0,0,0,0
2568-2,86010008,0,1,0,0,0,0,0,1,0
2568-2,86010009,0,1,0,0,0,1,0,1,0
2568-2,86010010,0,1,0,0,0,0,0,1,0
2568-2,86010011,0,1,0,0,0,0,0,1,0
2568-2,86010013,0,1,0,1,0,0,0,0,0
2568-2,86010014,0,1,0,0,0,0,0,1,0
2568-2,86010015,0,1,0,0,1,0,0,1,0
2568-2,86010016,0,1,0,1,0,0,0,0,0
2568-2,86010017,0,1,0,0,0,0,0,1,0
2568-2,86010019,0,1,0,0,0,0,0,1,0
2568-2,86010020,0,1,0,1,0,0,0,1,0
2568-2,86010021,0,1,0,1,0,0,0,0,0
2568-2,86010023,0,1,0,0,0,0,0,1,0
2568-2,86010024,0,1,0,1,0,1,0,0,0
2568-2,86010025,0,1,0,1,0,0,0,0,0
2568-2,86010027,0,1,0,1,0,0,0,0,0
2568-2,86010029,0,1,1,0,0,0,0,0,0
2568-2,86010030,0,1,0,1,0,0,0,0,0
2568-2,86010032,0,1,0,1,0,0,0,0,0
2568-2,86010036,0,1,0,0,0,0,0,1,0
2568-2,86010037,0,1,1,1,0,0,0,0,0
2568-2,86010039,0,1,1,1,0,0,0,0,0
2568-2,86010040,0,1,0,0,0,0,0,1,0
2568-2,86010041,0,1,0,1,0,0,0,0,0
2568-2,86010042,0,1,0,0,0,0,0,1,0
2568-2,86010043,0,1,0,1,0,0,0,0,0
2568-2,86010044,0,1,0,1,0,0,0,0,0
2568-2,86010045,0,1,0,0,0,0,0,1,0
2568-2,86010046,0,1,1,1,0,0,0,0,0
2568-2,86010047,0,1,0,1,0,0,0,1,0
2568-2,86010048,0,1,0,1,0,0,0,0,0
2568-2,86010052,0,1,0,1,0,0,0,0,0
2568-2,86010053,0,1,1,1,0,0,0,0,0
2568-2,86010055,0,1,0,1,0,0,0,1,0
2568-2,86010056,0,1,0,1,0,0,0,0,0
2568-2,86010059,0,1,0,0,0,0,0,1,0
2568-2,86010060,0,1,1,0,0,0,0,0,0
2568-2,86010061,0,1,0,1,0,0,0,0,0
2568-2,86010062,0,1,0,1,0,0,0,0,0
2568-2,86010063,0,1,0,1,1,0,0,0,0
2568-2,86010064,0,1,0,0,0,0,0,1,0
2568-2,86010066,0,1,0,1,0,0,0,0,0
2568-2,86010068,0,1,0,0,1,0,0,0,0
2568-2,86010069,0,1,0,1,1,0,0,0,0
2568-2,86010070,0,1,0,0,1,0,0,0,0
2568-2,86010071,0,1,0,0,0,0,0,1,0
2568-2,86010072,0,1,0,0,0,0,0,1,0
2568-2,86010073,0,1,0,0,1,0,0,0,0
2568-2,86010075,0,1,1,1,0,0,0,0,0
2568-2,86010076,0,1,1,0,0,0,0,0,0
2568-2,86010077,0,1,0,1,1,0,0,0,0
2568-2,86010078,0,1,0,0,0,0,0,1,0
2568-2,86010079,0,1,1,0,0,0,0,0,0
2568-2,86010080,0,1,0,0,0,0,0,1,0
2568-2,86010083,0,1,0,1,0,0,0,0,0
2568-2,86010089,0,1,0,0,0,0,0,1,0
2568-2,86010090,0,1,0,1,0,0,0,0,0
2568-2,86010091,0,1,0,0,1,0,0,0,0
2568-2,86010092,0,1,0,1,0,0,0,1,0
2568-2,86010093,0,1,0,0,1,0,0,0,0
2568-2,86010094,0,1,0,0,1,0,0,0,0
2568-2,86010095,0,1,0,0,0,0,0,1,0
2568-2,86010096,0,1,0,0,0,0,0,1,0
2568-2,86010097,0,1,0,0,1,0,0,0,0
2568-2,86010098,0,1,0,1,0,0,0,0,0
2568-2,86010099,0,1,0,0,0,1,0,0,0
2568-2,86010100,0,1,0,0,1,0,0,0,0
2568-2,86010101,0,1,1,1,0,0,0,0,0
2568-2,86010102,0,1,0,1,0,0,0,0,0
2568-2,86010103,0,1,0,1,0,0,0,0,0
2568-2,86010104,0,1,0,0,1,0,0,0,0
2568-2,86010105,0,1,0,1,0,0,0,0,0
2568-2,86010106,0,1,0,1,1,0,0,0,0
2568-2,86010107,0,1,0,0,0,0,0,1,0
2568-2,86010108,0,1,0,0,0,0,0,1,0
